"COLLEGE","INCOME","OVERAGE","LEFTOVER","HOUSE","HANDSET_PRICE","OVER_15MINS_CALLS_PER_MONTH","AVERAGE_CALL_DURATION","REPORTED_SATISFACTION","REPORTED_USAGE_LEVEL","CONSIDERING_CHANGE_OF_PLAN","LEAVE"
"one",42904,44,70,290356,197,4,2,"very_sat","very_little","considering","LEAVE"
"one",76636,216,0,280260,274,19,12,"unsat","very_high","never_thought","STAY"
"zero",112115,51,86,635313,895,3,1,"very_sat","little","perhaps","STAY"
"one",122777,0,0,551780,833,0,11,"very_unsat","very_high","actively_looking_into_it","LEAVE"
"one",95142,225,43,179888,375,11,2,"very_unsat","little","perhaps","LEAVE"
"one",136625,49,24,287204,814,0,5,"very_unsat","high","considering","STAY"
"zero",32323,53,5,813402,144,3,1,"very_unsat","very_high","actively_looking_into_it","LEAVE"
"zero",152687,45,61,297507,758,3,2,"avg","very_high","never_thought","STAY"
"zero",92546,0,21,781159,334,0,4,"very_sat","little","considering","STAY"
"one",69421,54,11,719881,259,19,4,"unsat","little","actively_looking_into_it","STAY"
"one",81140,79,0,213675,298,3,13,"very_unsat","high","no","LEAVE"
"one",147364,0,13,285230,465,0,4,"very_sat","very_little","actively_looking_into_it","STAY"
"one",51874,175,24,274886,340,26,4,"very_unsat","little","never_thought","STAY"
"one",135885,69,0,758196,574,3,10,"unsat","little","considering","LEAVE"
"zero",147869,0,7,675119,643,3,6,"very_unsat","very_high","actively_looking_into_it","STAY"
"one",68223,137,0,164230,294,15,10,"sat","very_high","no","LEAVE"
"one",70688,219,0,309885,283,20,14,"unsat","little","considering","LEAVE"
"zero",136548,225,18,640674,488,1,6,"unsat","very_little","considering","STAY"
"zero",43498,171,45,196261,821,15,2,"very_unsat","little","considering","STAY"
"one",105187,44,0,744409,852,5,14,"very_unsat","little","never_thought","LEAVE"
"one",109213,0,0,631432,777,1,14,"unsat","little","never_thought","STAY"
"one",38671,0,43,932511,203,0,2,"unsat","very_high","no","LEAVE"
"one",49199,80,8,260779,162,5,5,"very_unsat","little","actively_looking_into_it","STAY"
"zero",22233,184,36,241337,240,0,1,"very_sat","little","no","LEAVE"
"one",28296,151,0,820080,194,1,12,"very_sat","little","actively_looking_into_it","STAY"
"zero",102206,0,89,647007,778,1,2,"sat","little","perhaps","STAY"
"zero",113379,0,0,880283,384,0,12,"very_unsat","little","no","LEAVE"
"one",90300,191,0,152533,171,28,9,"very_unsat","little","considering","STAY"
"zero",157215,194,0,477844,625,17,2,"very_unsat","little","never_thought","LEAVE"
"one",142292,238,81,211362,761,21,1,"avg","very_high","actively_looking_into_it","LEAVE"
"one",92778,0,0,564412,286,5,9,"very_unsat","avg","actively_looking_into_it","STAY"
"zero",108009,69,86,208656,533,5,1,"unsat","very_high","no","STAY"
"one",81972,52,10,413821,360,5,4,"very_unsat","little","considering","STAY"
"zero",138133,191,67,540755,833,12,1,"very_sat","very_high","no","LEAVE"
"one",62634,196,0,335276,398,21,11,"unsat","very_high","considering","LEAVE"
"zero",40377,52,20,882329,350,5,5,"very_sat","high","considering","STAY"
"zero",27479,166,47,442162,135,12,1,"sat","very_little","no","LEAVE"
"zero",127653,62,17,455598,216,5,4,"very_unsat","very_high","actively_looking_into_it","LEAVE"
"one",143824,153,0,817799,773,18,9,"sat","high","considering","LEAVE"
"one",78625,79,25,802156,389,4,2,"very_sat","very_high","considering","STAY"
"zero",33206,173,0,846095,139,21,9,"very_sat","very_high","considering","STAY"
"zero",124061,50,0,298094,515,4,13,"very_sat","avg","actively_looking_into_it","STAY"
"one",29082,196,0,871605,226,12,14,"unsat","little","actively_looking_into_it","STAY"
"zero",88991,0,21,420824,289,13,5,"avg","little","never_thought","STAY"
"one",59105,0,17,881831,348,1,5,"very_unsat","little","considering","STAY"
"zero",93712,57,0,790653,292,3,12,"very_unsat","little","no","LEAVE"
"zero",109254,184,0,599733,861,14,13,"unsat","little","considering","LEAVE"
"one",106844,146,37,814896,548,17,2,"unsat","little","no","LEAVE"
"zero",89159,240,0,240998,392,17,4,"very_unsat","high","considering","LEAVE"
"zero",116280,70,12,586432,811,4,5,"very_unsat","avg","considering","STAY"
"zero",45879,41,12,472867,220,5,6,"avg","little","never_thought","STAY"
"one",96805,204,0,255057,365,14,11,"unsat","very_high","actively_looking_into_it","LEAVE"
"zero",38100,68,0,228410,211,4,12,"very_unsat","little","no","LEAVE"
"zero",38076,266,16,237941,216,14,4,"very_unsat","little","never_thought","LEAVE"
"zero",159094,201,0,604884,861,3,15,"avg","avg","no","LEAVE"
"one",24650,0,15,597940,223,1,1,"unsat","very_high","actively_looking_into_it","LEAVE"
"one",59015,47,0,493424,397,4,9,"avg","little","no","STAY"
"zero",88378,202,0,214431,131,13,15,"unsat","little","no","LEAVE"
"zero",131166,0,77,185891,618,1,1,"very_unsat","very_high","perhaps","STAY"
"one",105214,61,6,475875,600,4,4,"very_unsat","very_high","actively_looking_into_it","LEAVE"
"zero",66693,153,27,236124,336,23,6,"avg","high","actively_looking_into_it","LEAVE"
"one",49172,213,63,546250,182,23,2,"sat","very_little","never_thought","STAY"
"one",69430,192,6,441329,374,17,6,"very_unsat","little","considering","STAY"
"zero",142143,51,82,165199,440,4,1,"unsat","very_high","perhaps","LEAVE"
"one",38735,0,18,648416,173,1,5,"very_unsat","little","never_thought","STAY"
"one",65766,165,0,258778,352,18,13,"very_unsat","very_little","considering","LEAVE"
"one",154623,206,71,299077,687,22,2,"very_sat","very_little","actively_looking_into_it","LEAVE"
"one",157967,188,34,483852,718,14,1,"very_unsat","little","actively_looking_into_it","LEAVE"
"one",24589,0,14,510657,177,1,5,"very_sat","little","perhaps","STAY"
"zero",55391,148,67,345114,386,15,2,"very_unsat","very_high","considering","LEAVE"
"zero",102630,54,58,168679,619,5,2,"very_unsat","very_high","actively_looking_into_it","LEAVE"
"zero",37593,45,70,213713,249,4,2,"very_sat","very_little","considering","LEAVE"
"zero",148316,149,15,939406,830,23,4,"very_unsat","very_little","never_thought","STAY"
"one",25679,65,35,154233,204,3,2,"avg","little","no","LEAVE"
"one",119641,0,5,253345,833,0,4,"very_unsat","little","considering","LEAVE"
"one",126503,0,71,305733,442,0,1,"very_sat","high","considering","STAY"
"one",100908,0,22,169527,494,1,1,"very_unsat","very_high","considering","STAY"
"zero",112025,0,23,847233,766,1,5,"very_unsat","little","perhaps","LEAVE"
"zero",105278,60,21,255361,457,4,5,"very_sat","very_little","no","STAY"
"zero",98498,62,84,272940,358,3,2,"unsat","very_little","considering","STAY"
"zero",37496,56,0,436770,186,1,9,"sat","little","considering","STAY"
"zero",116083,74,0,547282,273,4,11,"very_unsat","very_high","considering","LEAVE"
"zero",141952,233,0,385333,136,19,6,"avg","avg","never_thought","LEAVE"
"zero",77449,186,6,558255,359,21,6,"very_sat","very_high","actively_looking_into_it","LEAVE"
"one",45287,267,43,309684,138,27,2,"unsat","very_little","never_thought","LEAVE"
"zero",141932,0,40,431141,873,1,2,"very_unsat","very_little","actively_looking_into_it","LEAVE"
"one",109408,208,69,419721,723,11,2,"sat","avg","actively_looking_into_it","LEAVE"
"one",74910,0,0,204801,257,0,2,"very_unsat","high","considering","LEAVE"
"one",131567,0,14,396064,716,1,6,"very_unsat","very_high","actively_looking_into_it","STAY"
"one",103328,290,87,501480,404,18,2,"very_unsat","very_little","never_thought","LEAVE"
"one",98973,51,23,707938,317,5,4,"very_sat","little","considering","STAY"
"one",138746,0,0,472852,835,1,14,"unsat","very_high","considering","STAY"
"zero",41321,0,0,216119,219,1,10,"very_sat","very_high","no","LEAVE"
"zero",109762,0,0,675633,738,0,10,"very_unsat","very_high","never_thought","LEAVE"
"zero",63763,0,77,288627,258,1,2,"unsat","little","never_thought","LEAVE"
"zero",38084,0,67,700675,754,1,1,"very_unsat","very_little","never_thought","STAY"
"zero",100415,0,0,688040,480,1,8,"very_unsat","little","no","STAY"
"one",72180,184,48,220122,339,19,2,"very_sat","little","considering","STAY"
"zero",154472,64,25,197957,557,4,1,"unsat","little","no","STAY"
"one",35124,71,0,700036,572,3,12,"very_unsat","very_little","actively_looking_into_it","STAY"
"zero",39666,167,0,247772,812,26,15,"very_sat","very_high","considering","STAY"
"zero",58361,74,59,253744,259,5,2,"very_sat","little","never_thought","STAY"
"one",34908,75,13,599248,165,3,5,"very_unsat","very_little","no","STAY"
"one",98980,60,43,716781,327,3,2,"unsat","little","actively_looking_into_it","STAY"
"one",28997,42,22,896008,242,5,5,"very_unsat","very_high","perhaps","STAY"
"zero",32361,183,48,225542,161,27,2,"unsat","little","considering","LEAVE"
"zero",40979,201,0,241826,210,19,9,"very_unsat","very_little","considering","LEAVE"
"one",129961,189,12,564410,186,22,5,"very_sat","high","considering","LEAVE"
"zero",55828,230,25,673301,317,19,2,"very_unsat","very_little","actively_looking_into_it","STAY"
"zero",58474,206,78,972882,259,21,1,"unsat","very_little","considering","STAY"
"zero",59490,210,5,271375,862,16,6,"very_unsat","little","actively_looking_into_it","LEAVE"
"zero",150334,241,0,437620,720,28,8,"unsat","very_high","perhaps","LEAVE"
"zero",52137,58,15,233930,255,4,4,"unsat","little","considering","LEAVE"
"zero",54855,0,64,673439,302,0,1,"very_unsat","very_little","considering","LEAVE"
"one",28018,53,0,629837,159,4,13,"very_sat","very_high","considering","STAY"
"one",77785,0,0,878669,375,5,15,"very_unsat","little","no","STAY"
"zero",23231,0,24,536428,174,1,4,"very_sat","high","never_thought","STAY"
"zero",44899,0,9,470953,185,0,4,"very_unsat","very_little","actively_looking_into_it","STAY"
"zero",93425,56,18,371971,311,1,5,"very_unsat","high","actively_looking_into_it","STAY"
"zero",82147,184,36,230491,141,21,1,"avg","high","actively_looking_into_it","LEAVE"
"zero",29206,0,0,511892,164,1,12,"sat","very_little","no","STAY"
"zero",152335,177,16,821930,435,15,6,"unsat","little","considering","LEAVE"
"zero",105192,73,23,377586,738,5,6,"avg","very_little","never_thought","LEAVE"
"one",140536,54,11,521064,786,3,6,"very_unsat","very_little","actively_looking_into_it","STAY"
"one",37468,45,0,687743,145,4,14,"unsat","high","considering","STAY"
"zero",107930,49,40,234321,896,0,11,"unsat","very_high","no","LEAVE"
"zero",71381,65,73,453696,265,3,2,"very_unsat","little","considering","STAY"
"one",20063,58,0,385913,203,4,2,"very_sat","very_little","considering","STAY"
"zero",27103,176,17,174850,136,12,4,"very_sat","little","actively_looking_into_it","LEAVE"
"one",82605,62,15,388367,394,4,4,"very_unsat","little","actively_looking_into_it","STAY"
"zero",20737,0,6,201916,202,0,4,"very_unsat","very_high","never_thought","STAY"
"zero",25988,60,0,182641,770,4,12,"very_unsat","little","no","LEAVE"
"one",81581,242,21,636855,389,14,5,"very_unsat","little","considering","LEAVE"
"one",62528,0,0,346004,302,1,9,"very_sat","little","perhaps","STAY"
"one",95137,0,81,526950,314,1,2,"avg","high","no","LEAVE"
"zero",139146,0,40,734512,740,0,1,"avg","very_high","never_thought","LEAVE"
"one",34505,93,33,266087,180,4,1,"very_unsat","very_little","considering","STAY"
"one",60278,0,26,478714,282,0,2,"avg","little","actively_looking_into_it","STAY"
"one",117734,0,32,260448,456,1,6,"very_unsat","very_high","considering","LEAVE"
"one",35901,41,9,182587,206,4,6,"unsat","little","considering","LEAVE"
"zero",63422,0,0,264883,321,1,10,"very_unsat","very_high","considering","LEAVE"
"zero",151848,0,19,820217,546,1,4,"avg","little","no","STAY"
"zero",126880,0,49,160278,578,1,2,"very_unsat","very_little","never_thought","STAY"
"one",145533,158,40,211392,248,26,4,"very_sat","very_high","perhaps","LEAVE"
"zero",32534,183,41,203855,259,14,2,"sat","little","considering","STAY"
"zero",131607,0,0,713225,457,1,2,"very_sat","little","actively_looking_into_it","STAY"
"one",30142,59,13,673653,237,5,5,"very_unsat","very_little","considering","STAY"
"zero",157274,0,13,194977,489,1,6,"very_unsat","little","considering","STAY"
"zero",140262,222,13,965578,576,13,6,"very_unsat","little","no","LEAVE"
"one",22789,189,8,936346,137,20,5,"very_sat","little","actively_looking_into_it","STAY"
"zero",153323,0,5,277886,198,1,5,"very_unsat","very_high","perhaps","STAY"
"one",131840,62,13,718993,587,4,4,"avg","high","considering","STAY"
"one",47330,192,0,262070,557,29,13,"very_unsat","high","actively_looking_into_it","LEAVE"
"zero",61908,228,27,185797,439,16,1,"sat","very_little","considering","STAY"
"one",142698,81,56,420759,782,5,2,"very_unsat","little","actively_looking_into_it","LEAVE"
"zero",109233,0,32,564719,682,1,2,"very_unsat","very_little","actively_looking_into_it","LEAVE"
"one",109743,84,11,298287,252,4,5,"very_unsat","avg","no","STAY"
"zero",51814,0,15,747703,279,26,6,"very_sat","little","no","STAY"
"one",35947,62,0,243814,198,3,9,"very_unsat","little","never_thought","STAY"
"zero",34430,0,86,355699,219,1,1,"very_unsat","very_high","considering","LEAVE"
"zero",81655,60,0,391286,294,12,8,"very_sat","little","considering","LEAVE"
"one",77613,201,0,415810,354,13,10,"unsat","very_little","perhaps","LEAVE"
"one",87597,0,24,999248,191,0,5,"very_unsat","high","no","STAY"
"one",115605,176,33,303528,719,24,2,"very_sat","little","no","LEAVE"
"zero",70306,223,76,233303,315,15,2,"sat","little","actively_looking_into_it","LEAVE"
"one",104273,223,23,595594,133,12,6,"very_unsat","avg","considering","LEAVE"
"one",130829,0,0,351048,639,1,1,"very_sat","very_high","never_thought","STAY"
"zero",30473,0,24,907702,245,1,4,"unsat","avg","considering","STAY"
"one",65251,145,59,539642,330,10,2,"unsat","very_high","never_thought","STAY"
"one",47087,39,77,791312,178,5,1,"very_sat","little","actively_looking_into_it","STAY"
"zero",126474,62,12,206035,470,5,6,"avg","very_little","actively_looking_into_it","LEAVE"
"zero",157930,0,0,244812,315,0,1,"very_unsat","high","actively_looking_into_it","LEAVE"
"one",143897,56,68,486458,660,3,1,"very_sat","little","actively_looking_into_it","STAY"
"one",52600,0,45,234689,240,1,1,"very_sat","little","no","LEAVE"
"zero",118115,240,78,234198,818,22,1,"very_unsat","little","considering","LEAVE"
"one",158439,0,21,612026,726,1,6,"very_unsat","little","considering","STAY"
"zero",43994,0,17,168873,167,1,4,"unsat","very_little","no","STAY"
"one",52825,0,19,577334,271,1,11,"very_unsat","little","no","STAY"
"one",91139,75,66,581934,296,3,2,"very_sat","very_little","considering","STAY"
"zero",52168,209,0,368473,330,14,11,"very_unsat","very_high","actively_looking_into_it","LEAVE"
"one",103203,239,0,953902,430,28,14,"very_unsat","very_little","no","LEAVE"
"one",137795,54,30,323027,499,3,1,"very_unsat","high","considering","LEAVE"
"one",78516,0,5,216876,388,1,5,"very_sat","very_high","no","STAY"
"one",34976,0,0,468471,150,0,12,"very_unsat","very_little","no","STAY"
"one",52283,78,17,319088,279,5,4,"very_unsat","little","perhaps","STAY"
"zero",132426,231,19,256474,815,5,4,"very_unsat","little","actively_looking_into_it","LEAVE"
"one",77728,166,10,435540,266,19,4,"very_unsat","little","perhaps","LEAVE"
"one",50889,29,40,199087,332,4,2,"very_unsat","very_little","actively_looking_into_it","LEAVE"
"one",45138,213,20,937843,212,3,5,"unsat","very_little","considering","STAY"
"one",38846,70,0,824020,197,3,10,"very_unsat","little","actively_looking_into_it","STAY"
"zero",71531,220,0,204287,434,28,11,"very_unsat","very_high","no","STAY"
"one",70797,89,48,164510,375,4,1,"very_unsat","very_little","considering","LEAVE"
"one",65855,192,35,270021,308,22,1,"very_unsat","little","considering","STAY"
"zero",34504,40,0,699728,182,4,8,"very_unsat","very_high","considering","STAY"
"zero",139278,255,0,624876,863,28,15,"unsat","very_little","actively_looking_into_it","LEAVE"
"zero",93371,31,0,783690,342,5,10,"avg","little","considering","STAY"
"one",121075,167,53,965525,797,25,2,"very_sat","high","no","LEAVE"
"one",57306,190,0,301031,695,21,8,"very_sat","very_high","never_thought","LEAVE"
"one",79753,56,24,740571,322,14,9,"very_sat","little","considering","STAY"
"zero",67878,0,0,490671,355,1,15,"very_unsat","very_high","considering","LEAVE"
"zero",124437,0,79,921413,721,0,1,"very_unsat","very_high","considering","LEAVE"
"one",130631,29,7,396605,704,3,6,"very_sat","high","actively_looking_into_it","LEAVE"
"zero",90975,0,72,678800,381,0,2,"very_unsat","little","considering","STAY"
"one",79170,0,0,446394,381,1,15,"sat","very_high","considering","STAY"
"one",123039,0,7,530828,561,1,5,"very_unsat","high","considering","LEAVE"
"zero",140820,37,54,296499,730,5,1,"very_sat","little","considering","LEAVE"
"zero",122623,240,66,391181,783,10,1,"sat","very_high","actively_looking_into_it","LEAVE"
"one",49897,0,15,961324,215,1,5,"avg","very_high","considering","STAY"
"one",65215,182,0,401851,360,18,10,"unsat","very_little","actively_looking_into_it","STAY"
"zero",97257,209,0,228000,703,13,13,"very_sat","high","no","LEAVE"
"one",75990,270,50,337014,695,22,1,"very_sat","little","perhaps","LEAVE"
"one",39887,177,9,382767,135,18,6,"unsat","high","actively_looking_into_it","LEAVE"
"zero",49163,0,9,896458,211,1,4,"avg","high","no","STAY"
"zero",42457,173,76,942929,231,10,1,"very_unsat","very_high","considering","STAY"
"one",23223,40,0,614910,142,3,8,"very_sat","high","considering","STAY"
"zero",33645,52,0,223437,287,4,12,"very_sat","little","never_thought","STAY"
"one",42876,77,24,624226,219,3,5,"unsat","little","considering","STAY"
"one",77493,165,0,308107,313,26,4,"very_sat","little","actively_looking_into_it","LEAVE"
"one",104664,179,24,595246,854,25,5,"very_sat","very_little","perhaps","STAY"
"one",99008,42,0,699134,378,5,11,"very_unsat","high","actively_looking_into_it","STAY"
"one",65297,243,0,249271,349,12,11,"avg","very_little","no","LEAVE"
"zero",27608,71,27,563902,244,3,2,"very_unsat","very_high","considering","LEAVE"
"zero",45401,0,89,938305,162,0,2,"avg","very_high","considering","STAY"
"zero",115042,53,0,470126,814,3,13,"very_sat","very_high","never_thought","LEAVE"
"one",102144,189,8,726796,702,19,6,"very_sat","very_little","never_thought","STAY"
